"","storyID","headline","text","publish_date"
"52",1441132496,"Trump Says Ukraine Call Was ‘Perfect,’ And GOP Can’t Decide How To Defend Him","WASHINGTON (AP) ' Republicans have no unified argument in the impeachment inquiry of Donald Trump, in large part because they can't agree on how best to defend the president ' or for some, if they should.That would require a level of consensus that Trump's call with the Ukraine president was 'perfect,' as he insists. Or it would take a measure of GOP independence from Trump to suggest there may be a need to investigate.Instead, it's every Republican for himself or herself.Utah Sen. Mitt Romney says the president's actions toward Ukraine are 'troubling.' Other Republicans say the behavior may raise concerns, but it's not impeachable.South Carolina Sen. Lindsey Graham calls the whole impeachment inquiry 'B.S.'The result is a mishmash of GOP commentary spilling from Capitol Hill that may shield lawmakers, for now, from risky political choices, but leaves them with a disjointed defense of Trump as impeachment hearings push into the public realm this coming week.'It's not good,' said veteran GOP strategist Alex Conant. 'Normally you want to establish the facts, get them out on their own terms, and build a message around that strategy. They're not doing any of that.'He added: 'It's hard to rally people to your side without a coherent and sustainable message.'Early on, as the White House ceded the PR strategy to the president, Republicans in the House and Senate parted ways as they confronted the political threat posed by the Democrats' impeachment investigation.As far back as mid-October, Senate Majority Leader Mitch McConnell, R-Ky., gathered his GOP colleagues in private and offered them advice on impeachment.McConnell told Republican senators their best bet was to calibrate their own message about the impeachment inquiry to fit their political situation, according to two people familiar with the private meeting who spoke on condition of anonymity to discuss the closed-door session.With a Power Point presentation, McConnell outlined the process ahead if the investigation moves to a vote in the House and trial in the Senate. But when it came time to broach what Republicans should say about impeachment, McConnell showed a preference for saying as little about it as possible.McConnell suggested a couple of options. Senators could say they disagreed with the House process, he said, or they could simply say that as potential jurors in an eventual impeachment trial they wouldn't discuss it, according to the people familiar with the meeting.It was the kind of political advice one would expect from the risk-averse leader as he tries to insulate his 53-seat GOP majority, including several senators up for reelection in 2020 in states such as Maine and Colorado where voters are split on Trump.'That's what a good leader does ' gives them the flexibility they need to respond. My problem is, given how egregious the president's conduct is, he's given them a pass,' said Jim Manley, a veteran Democratic strategist.'Most of these folks have got to know that what the president's doing is wrong, but they've made a cold-hearted, political decision right now it's best to stick with the president,' he said.At its core, the impeachment inquiry is based on what Democrats say is an improper quid pro quo ' a 'shakedown' ' that Trump engaged in during his July 25 phone call with Ukrainian President Volodymyr Zelesnkiy.According to a White House rough transcript of the call and testimony from several government officials, Trump was withholding needed military aid the East European ally as he wanted Zelenskiy to investigate Trump's potential 2020 rival, Joe Biden, as well 2016 U.S. election interference.In the House, where congressional district boundary lines have been drawn in a way that leaves Republicans barely exposed to voters with centrist or left-leaning views, GOP leaders are mounting a more fulsome, if shifting, defense of Trump.GOP leader Kevin McCarthy of California says the president did nothing wrong on the call with Zelenskiy, and Trump's top allies in the House, including Ohio Rep. Jim Jordan, the top Republican on a committee conducting the impeachment inquiry, are leading the daily arguments against Speaker Nancy Pelosi, D-Calif., and the Democrats.Jordan is seen as the 'chief messenger' for Republicans, said one senior House GOP aide who was not authorized to publicly discuss the strategy and spoke on condition of anonymity.The House Republican message against impeachment has four distinct parts, according to this aide: The transcript of Trump's call with Zelenskiy shows the president did nothing wrong; several key witnesses testified that they don't have firsthand knowledge of what transpired; the Ukrainians didn't know the military aid was being upheld until it was publicly reported; and eventually the U.S. agreed to send the money to Ukraine.It's a message being reinforced daily in the media by Jordan and other Trump surrogates, including Reps. Mark Meadows, R-N.C. and Lee Zeldin, R-N.Y., who are also part of the inquiry panels, the person said.What goes without saying, though, is that few Republicans lawmakers are willing to say the call was 'perfect' or that there was 'no quid pro quo,' as Trump insists.More often, they say a little of this, a little of that.'There are perfectly appropriate quid pro quos and there are inappropriate quid pro quos,' offered Sen. John Kennedy, R-La. 'Just saying that there is a quid pro quo, at least based on my analysis of the evidence that I've seen so far, is a red herring.'___Associated Press video journalists Padmananda Rama and Dan Huff in Washington contributed to this report.Do you have information you want to share with HuffPost? Here's how.",2019-11-09 15:28:38
"53",1441394892,"Blood Will Be On Twitter's Hands If Something Happens To Whistleblower, Critics Charge","Critics are lashing out at Twitter for not taking a hard line to protect the identity of the whistleblower whose complaint prompted the impeachment inquiry into President Donald Trump. Both Facebook and YouTube are scrubbing any mention of the whistleblower's supposed identity and photo ' but not Twitter.Facebook said it would block references to the alleged whistleblower's name and photos under its policy against 'coordinating harm,' which prohibits''outing of witness, informant or activist.' YouTube announced a similar action.But Twitter said it would allow users to name the individual alleged to be the whistleblower, and to post photos of the individual, as long as the information doesn't include personal contact information. So Twitter has become the go-to platform for vicious attacks on the whistleblower that many say could endanger the individual's safety.The former head of the U.S. Office of Government Ethics, Walter Shaub, asked Saturday why Twitter was failing to suspend accounts of people trying to 'get the whistleblower killed by naming the person they think it is.' He added that Twitter will be 'largely responsible if anything happens to this person.'.@jack - Why is Twitter failing in its responsibility to suspend accounts of people who are trying to get the whistleblower killed by naming the person they think it is? Twitter will be largely responsible if anything happens to this person. @TwitterSupportDo I sound pissed off that they're sending death threats to the whistleblower and my friend who represents him (and also happened to represent the Benghazi whistleblower)? You better believe I'm pissed off. These are terrorists. And the terrorist sympathizers are just as guilty.At least one person responding to Shaub said an account was taken down by Twitter after she complained about it. But others said repeated complaints about accounts naming the suspected whistleblower remain up despite being reported to Twitter.The MAGAs are posting the picture repeatedly and asking for Retweets, which of course they are obliging. I have reported many of them to no avail. This is dangerous to the Whistleblower as well as the family. @TwitterSafety @jack @TwitterSupport Do your Job or you are Complicit.Donald Trump Jr. posted the name of the person he believes it to be'on his Twitter account. The tweet remains up.'The president is encouraging such exposure.'The White House was sent a cease-and-desist letter by the whistleblower's attorney on Thursday in an effort to protect the whistleblower's identity ' and safety.'I am writing out of deep concern that your client, the President of the United States, is engaging in rhetoric and activity that places my client, the Intelligence Community Whistleblower, and their family in physical danger,' Andrew Bakaj warned White House counsel Pat Cipollone.''I am writing to respectfully request that you counsel your client on the legal and ethical peril in which he is placing himself should anyone be physically harmed as a result of his or his surrogates' behavior.'The whistleblower's attorneys also told The Washington Post that social media platforms have an ethical responsibility to protect 'those who lawfully expose suspected government wrongdoing.'I've reported many tweets who've not only named whistleblower, but also included targeted harassment & threats. Yet those tweets remain. What's up with that @Twitter @jack???I reported 58 users.I've gotten a report back on one of them. Twitter agreed the user violated the TOS, but didn't say what action would be taken.Getting action from @TwitterSupport is like waiting for Godot.The whistleblower should own @twitter when massive lawsuit results from any harm.Do you have information you want to share with HuffPost? Here's how.",2019-11-10 01:43:28
"54",1441526005,"Ukraine Whistleblower Won’t Be Called To Testify, Rep. Adam Schiff Suggests","Republicans have called for the anonymous whistleblower whose complaint prompted the ongoing impeachment inquiry into Donald Trump to testify publicly so the president has the 'opportunity to confront his accusers.' But Rep. Adam Schiff (D-Calif.), one of the Democrats leading the impeachment probe, strongly suggested Saturday that the whistleblower would not be called to do so, reiterating Democrats' commitment to protecting the person's identity.Schiff, chairman of the House Intelligence Committee, said in a letter to Rep. Devin Nunes (R-Calif.), the committee's top Republican, that the whistleblower's testimony would be 'redundant and unnecessary' given the mounting evidence corroborating the whistleblower's complaint. CNN published Schiff's letter on Saturday night.'The impeachment inquiry ' has gathered an ever-growing body of evidence <U+2015> from witnesses and documents, including the President's own words in his July 25 call record <U+2015> that not only confirms, but far exceeds, the initial information in the whistleblower's complaint,' Schiff wrote. 'In light of the President's threats, the individual's appearance before us would only place their personal safety at grave risk.'New - Schiff makes clear to Nunes that whistleblower will NOT be testifying, saying the inquiry has gathered evidence 'that not only confirms but far exceeds' the complaint. 'The whistleblower's testimony is therefore redundant and unnecessary,' per letter obtained by CNN. pic.twitter.com/MtjrrOwGhPTrump and his Republican allies have repeatedly called for the whistleblower's identity to be made public. The president has also attempted to discredit the whistleblower, a member of the U.S. intelligence community who expressed 'urgent concern' in an August complaint that Trump was 'using the power of his office to solicit interference' from Ukraine in the 2020 U.S. election.The whistleblower's attorney sent a cease-and-desist letter to the White House's legal counsel on Thursday, urging Trump to stop all rhetoric that could put the whistleblower at risk.But the very next day, the president was at it again.''The whistleblower is a disgrace to our country. A disgrace. And the whistleblower, because of that, should be revealed,' Trump told reporters on Friday.President Trump said the whistleblower ""is a disgrace to our country"" and he ""should be revealed"" https://t.co/d2WQvcKhGW pic.twitter.com/tDPB7UoMTCSchiff's Saturday letter was written in response to a list of suggested witnesses that Nunes had sent him earlier in the day <U+2015> witnesses that Nunes said would provide transparency to an impeachment process that he lambasted as a 'sham.'The witnesses Nunes requested included the whistleblower and Hunter Biden, the son of 2020 Democratic presidential contender and former Vice President Joe Biden, whose relationship with the Ukrainian gas company Burisma Trump asked Ukrainian President Volodymyr Zelensky to 'look into.'Schiff said that the impeachment probe would not serve 'as a vehicle to undertake the same sham investigations into the Bidens or 2016 that the president pressed Ukraine to conduct for his personal political benefit or to facilitate the president's effort to threaten, intimidate and retaliate against the whistleblower,' per Reuters.The Democrat later reiterated this position in his letter to Nunes.'The whistleblower's attorneys last weekend said their client would be willing to answer Republicans' questions in writing.''My client's complaint has been largely corroborated. Nonetheless, I have offered to have my client respond in writing, under oath and under penalty of perjury to Republican questions,' lawyer Andrew Bakaj told CNN.Do you have information you want to share with HuffPost? Here's how.",2019-11-10 08:24:25
"55",1441558085,"Former Trump Adviser John Bolton Lands Book Deal, Sources Say","NEW YORK (AP) ' Former national security adviser John Bolton has a book deal, The Associated Press has learned.The hawkish Bolton departed in September because of numerous foreign policy disagreements with President Donald Trump. He reached a deal over the past few weeks with Simon & Schuster, according to three publishing officials with knowledge of negotiations. The officials were not authorized to discuss the deal publicly and spoke on condition of anonymity.Two of the officials said the deal was worth about $2 million. Bolton was represented by the Javelin literary agency, whose clients include former FBI Director James Comey and the anonymous Trump administration official whose book, 'A Warning,' comes out Nov. 19.The publishing officials did not know the title or release date. Simon & Schuster declined comment Saturday and Javelin did not immediately respond to a request for comment. Bolton's 2007 book, 'Surrender is Not an Option: Defending America at the United Nations and Abroad,' was published by the conservative Simon & Schuster imprint Threshold Editions.Bolton's name has come up often recently during the House impeachment inquiry, which has focused on Trump's pressure on Ukraine to investigate potential 2020 election rival Joe Biden, the former vice president.In a transcript of a closed-door interview released Friday, a former national security official described how Bolton had 'immediately stiffened' as Ambassador Gordon Sondland 'blurted out' that he had worked out a trade ' Ukrainians' probe for an Oval Office welcome for Ukraine's new president ' with Trump's acting chief of staff, Mick Mulvaney.Fiona Hill said Bolton later told her that 'I am not part of whatever drug deal Sondland and Mulvaney are cooking up' and asked her to relay that message to a White House lawyer.Meanwhile, a letter from Bolton's attorney to the top lawyer for the House alleges that Bolton was 'part of many relevant meetings and conversations' pertaining to the House impeachment inquiry of Trump that are not yet public.The attorney, Charles Cooper, suggests Bolton will appear before Congress only if a judge orders him to do so.Appointed in April 2018, Bolton was Trump's third national security adviser and is known for advocating military action abroad, a viewpoint Trump has resisted. In a speech in late September to the Center for Strategic and International Studies, given after he left the administration, Bolton offered a far more aggressive approach to North Korea's nuclear program than the one advocated by Trump, who has spoken warmly about North Korean leader Kim Jong Un.'Every day that goes by makes North Korea a more dangerous country,' Bolton said. 'You don't like their behavior today, what do you think it will be when they have nuclear weapons that can be delivered to American cities?'Do you have information you want to share with HuffPost? Here's how.",2019-11-10 09:19:42
"56",1441640250,"House Intel Committee Has Evidence Of Trump ‘Extortion Scheme,’ Democrat Says","The House Intelligence Committee has evidence that shows that President Donald Trump engaged in an 'extortion scheme' to pressure Ukraine to investigate political rival Joe Biden, a Democratic member of the committee said Sunday.The committee member, Rep. Eric Swalwell (D-Calif.), told CBS' 'Face The Nation' that the impeachment inquiry into Trump warrants advancement following the private testimonies of multiple witnesses.'We have enough evidence from the depositions that we've done to warrant bringing this forward <U+2015> evidence of an extortion scheme using taxpayer dollars to ask a foreign government to investigate the president's opponent,' Swalwell said.NEWS: @RepSwalwell tells @margbrennan that the House Intelligence Committee has evidence of an 'extortion scheme.' WATCH --> pic.twitter.com/iEMScIJxkjHouse Intelligence Committee Chairman Rep. Adam Schiff (D-Calif.) announced last week that the first of several public hearings in the impeachment inquiry will take place Nov. 13 and Nov. 15.The first three people scheduled to testify publicly are Bill Taylor, the acting U.S. ambassador to Ukraine; Marie Yovanovitch, whom Taylor replaced after Trump recalled her; and George Kent, a deputy assistant secretary at the State Department.'It's important that the president has due process,' Swalwell said Sunday. 'It's important that these witnesses raise their right hands and take questions from both Republicans and Democrats. The president is going to get that.''This is America and we don't just have railroading of justice,' he continued. 'These witnesses should come public and, you know, the American people should judge for themselves, as well as we will, as to what happened here.'Like Swalwell, Rep. Jim Himes (D-Conn.), a member of the House Intelligence Committee, used the term 'extortion' rather than 'quid pro quo' on Sunday to describe Trump's actions.'I have two problems with 'quid pro quo,'' Himes told NBC's 'Meet The Press.''Number one: When you are trying to persuade the American people of something really pretty simple, which is that the president acted criminally and extorted ' in the way a mob boss would extort somebody ' a vulnerable foreign country, it's probably best not to use Latin words to explain it,' he said.The second point, he added, is that 'extortion doesn't require a 'you give me this and I'll give you that' kind of quid pro quo. It simply requires using your muscle to get something that you don't have a right to.'Though Republicans are united in defending Trump against the ongoing impeachment inquiry, their strategies for doing so have differed.'Some are saying there wasn't a quid pro quo. Others, like Sen. Rand Paul (R-Ky.), say it doesn't matter, even if there was.'On Sunday, Rep. Mac Thornberry of Texas, the top Republican on the House Armed Services Committee, told ABC's 'This Week' that he believes it was 'inappropriate' but 'not impeachable' for Trump to ask a foreign leader to investigate a political rival.'.@martharaddatz presses Armed Services Committee Ranking Member Rep. Mac Thornberry on the Republican strategy to manage the substance of allegations in the impeachment inquiry: ""I believe it was inappropriate, I do not believe it was impeachable."" https://t.co/kLSp2fgDiG pic.twitter.com/iA9seNehYWFormer U.S. Ambassador to the United Nations Nikki Haley echoed that sentiment in an interview published Sunday in The Washington Post. She said she opposes Trump's dealings with Ukraine but said she doesn't believe his actions were impeachable.Trump appeared to take issue with the latest Republican talking point about impeachment, tweeting Sunday that members of his party shouldn't 'be led into the fools trap' of describing his July phone call with Ukrainian President Volodymyr Zelensky as 'not perfect' but also 'not impeachable.''NOTHING WAS DONE WRONG!' he wrote.The call to the Ukrainian President was PERFECT. Read the Transcript! There was NOTHING said that was in any way wrong. Republicans, don't be led into the fools trap of saying it was not perfect, but is not impeachable. No, it is much stronger than that. NOTHING WAS DONE WRONG!This story has been updated with comments from additional lawmakers as well as Trump's tweet.Do you have information you want to share with HuffPost? Here's how.",2019-11-10 11:30:32
"57",1441673898,"CNN’s Jake Tapper Skewers Lindsey Graham Over Impeachment Hypocrisy","CNN's Jake Tapper tore into Sen. Lindsey Graham (R-S.C.) over his ever-evolving <U+2015> and often hypocritical <U+2015> defense of President Donald Trump amid the House's ongoing impeachment inquiry.During Sunday's 'State of the Union,' the host bashed Graham for defending Trump despite 'mounting evidence' that the president had pushed Ukraine to investigate former Vice President Joe Biden, a front-runner in the 2020 Democratic presidential primary.'Grahams' public statements on the matter have been confusing,' Tapper said, referring to allegations from State Department officials that Trump used military aid and an invitation to the White House as leverage in his efforts to get Ukraine to commit to investigating Biden.'Coherence is not particularly evident in Chairman Graham's position on this impeachment inquiry.' @jaketapper examines the political evolution of Sen. Lindsey Graham and the Ukraine scandal. #CNNSOTU pic.twitter.com/7yHxLUXUhpTapper showed a video clip of Graham, chairman of the Senate Judiciary Committee, stating in September that there was no evidence of a quid pro quo between Trump and Ukrainian President Volodymyr Zelensky, as a U.S. intelligence official suggested in a whistleblower complaint filed in August.After the White House released a rough transcript of Trump's July 25 phone call with Zelensky, Graham said it would be 'very disturbing' if there was evidence Trump engaged in a quid pro quo outside the call.'We now have reams of evidence,' Tapper said Sunday, as the camera showed him patting a stack of papers, 'testimony from multiple Trump administration diplomats and national security officials <U+2015> current and former <U+2015> suggesting that outside that phone call ... all were pushing Ukraine to investigate the Bidens if they wanted that aid and that White House meeting.'But Graham suddenly has a 'brand-new take' on the matter, according to Tapper. He then showed a video clip of the Republican senator calling Trump's Ukraine policy 'incoherent' and suggesting he was 'incapable of forming a quid pro quo.''Coherence is not particularly evident in Chairman Graham's position on this impeachment inquiry,' Tapper said.Graham called on Democrats last month to release transcripts of the private testimonies provided by witnesses during the impeachment inquiry. When they did, Graham told reporters he wouldn't read the transcripts anyway.'I don't care what anybody else says about the phone call,' he said Tuesday. 'The phone call <U+2015> I've made up my own mind <U+2015> is fine.'Tapper said CNN invited Graham to appear Sunday on 'State of the Union,' but the senator's office told the network he was 'unavailable.' Graham did appear Sunday morning on Fox News, giving an interview to Maria Bartiromo, one of Trump's most vocal supporters.During the interview, Graham pushed his unsubstantiated theory that the whistleblower, whose identity has not been confirmed, is a member of the so-called deep state, a right-wing conspiracy theory that a network of bureaucrats within the government are working to undermine Trump.He claimed the 'only reason' the public doesn't know the whistleblower's identity is because Democrats believe it would 'hurt their cause.' The whistleblower is protected by the Whistleblower Protection Act of 1989, which shields a federal worker who reports government corruption or wrongdoing from retaliatory actions.A representative for Graham did not immediately respond to HuffPost's request for comment.Do you have information you want to share with HuffPost? Here's how.",2019-11-10 13:44:54
"58",1441746448,"Cindy McCain: John McCain ‘Would Be Disgusted’ By State Of Politics","Cindy McCain, wife of late Sen. John McCain (R-Ariz.), said that her husband would have been deeply troubled by the current state of American politics as Republicans continue to defend President Donald Trump against a fast-moving impeachment inquiry.'I think he would be disgusted with some of the stuff that's going on,' she'CNN's David Axelrod in an interview that aired Saturday. 'I really do. I think he'd be, he'd be railing against what's going on.'When the senator was alive, she argued, he made it possible for other GOP lawmakers to stand up to Trump rather than having to stay in line for fear of losing support back home.'I think John provided a lot of cover for other members, and when he would do it, they could get behind him,' she said. 'I'm not seeing a real rudder in the Senate right now in all this.'John McCain died at age 81 in 2018 after a battle with brain cancer. Though a staunch critic of Trump, the so-called maverick was known for his friendships on both sides of the aisle, and was often able to overcome partisanship in an effort to get things done. At times, that included breaking with his own party, a seemingly unthinkable act for today's GOP hardliners.In August <U+2015> weeks before Democrats launched their impeachment probe <U+2015> Cindy McCain told CNN that before her husband died, he expressed that 'he was very frustrated with what was going on,' regarding the overall division in Washington.In her latest interview, she took issue with Trump's effort to push unsubstantiated corruption allegations against Joe Biden and his son, calling the former vice president a 'lovely man' and saying that it's unnecessary 'to disparage anyone that's running just because you disagree with them.'Trump's attempt to malign Biden, who is running for the Democratic presidential nomination, has become central to impeachment proceedings as Trump pressed Ukrainian President Volodymyr Zelensky in July to launch an investigation into the Bidens. Meanwhile, American military aid to the country was being withheld, raising concerns of a quid pro quo.However, Trump and his Republican allies have vehemently denied any shady dealings.While Cindy McCain sympathized with politicians' concerns about getting reelected if they go against Trump, 'at some point, you have to do what you were elected to do and that is represent the country as well as your local people,' she said.'I know he would be terribly upset by this whole thing,' she added, referring to her husband. 'He was upset before he died, he saw what was going on. ...'Like all of us, I wish he were here. We need him more than ever.'Do you have information you want to share with HuffPost? Here's how.",2019-11-10 16:43:47
"59",1441746433,"Nikki Haley: White House Aides Asked Me To Undermine Trump To ‘Save The Country’","Former U.S. Ambassador to the United Nations Nikki Haley wrote in her new memoir that two top White House aides tried to get her to undermine President Donald Trump to 'save the country,' The Washington Post reported'Sunday.In an interview with the Post, which obtained an advance copy of her book ahead of its Tuesday release, Haley said she was 'shocked' when then-White House Chief of Staff John Kelly and then-Secretary of State Rex Tillerson told her about their efforts.'Kelly and Tillerson confided in me that when they resisted the president, they weren't being insubordinate, they were trying to save the country,' Haley reportedly wrote.''It was'their'decisions, not the president's, that were in the best interests of America, they said.'In her book, titled 'With All Due Respect,' Haley also says that Tillerson warned her that people would die if Trump was unchecked, according to the Post.Haley disagreed, and writes that she believed administration officials had an obligation to carry out Trump's agenda since he was elected. She felt Kelly and Tillerson should quit if they strongly disagreed with the president.Trump fired Tillerson, the former chairman and CEO of ExxonMobil, via tweet in March 2018. Kelly, a retired U.S. Marine Corps general, resigned as Trump's chief of staff in January.Tillerson has declined to comment on Haley's allegations. Kelly told the Post that he's 'guilty as charged' if 'working against Trump' means providing the president with the 'best and most open, legal and ethical staffing advice from across the [government] so he could make an informed decision.'The White House did not immediately respond to HuffPost's request for comment.'Trump announced his intentions to nominate Haley, a Republican and the former governor of South Carolina, to serve as the U.S. ambassador to the United Nations shortly after his election victory in 2016. She was sworn into office in January 2017 and resigned in December 2018.Haley was critical of Trump during the election but was considered one of his most loyal administration officials.'She is widely viewed by Republicans as a top presidential contender for 2024.Asked about the ongoing House impeachment inquiry into Trump, Haley told the Post that she opposes the president's efforts to get Ukraine to launch political investigations, but said she doesn't believe his actions are impeachable.'There was no heavy demand insisting that something had to happen,' Haley said of Trump's requests for Ukrainian President Volodymyr Zelensky to commit to launching an investigation into former Vice President Joe Biden.'It's hard for me to understand where the whole impeachment situation is coming from, because what everybody's up in arms about didn't happen,' she continued.Several current and former State Department officials have testified before House investigators that Trump used military aid and an invitation to the White House as leverage in his campaign to pressure Ukraine to probe Biden.'Trump released the aid only after Republicans pressured him to do so and a whistleblower filed a complaint alleging the president engaged in a quid pro quo with Ukraine. But Haley appeared to shrug off Trump's actions in her interview with the Post.'Do I think it's not good practice to talk to foreign governments about investigating Americans? Yes. Do I think the president did something that warrants impeachment? No, because the aid flowed,' she said. 'And, in turn, the Ukrainians didn't follow up with the investigation.'Do you have information you want to share with HuffPost? Here's how.",2019-11-10 14:30:55
"60",1441746413,"Ron Johnson: Trump Advisers Had To ‘Convince’ President To Send Ukraine Aid","Sen. Ron Johnson (R-Wis.) said Sunday that he, along with the majority of'Donald Trump's advisers, had to persuade the president to release American military aid to Ukraine, a matter that has become the focal point of House Democrats' impeachment inquiry.'From my standpoint, I understand that most of President Trump's advisers wanted the military aid released, and they were trying to figure out some way, shape or form to convince President Trump to approve that release,' he told CNN's 'State of the Union,' adding, 'I don't have a problem with advisers trying to figure out some way, shape or form to convince the boss to do this.'Johnson said he urged Trump at the end of August to hand over the funds, which were being delayed at the time of Trump's July 25 call with Ukrainian President Volodymyr Zelensky. According to a rough transcript of the exchange,'Trump pressed Zelensky for help with a corruption probe into former Vice President Joe Biden and his son Hunter, based on unfounded allegations.'The communication has fueled questions over whether there was a quid pro quo at play, though Trump and his defenders have claimed there was not.'When I raised the issue, he vehemently, adamantly and angrily denied that there was any kind of condition to release it,' Johnson said.""I understand that most of President Trump's advisors wanted the military aid released. And they were trying to figure out some way, shape or form to convince President Trump to approve that release,"" Sen. Johnson says of Mulvaney's possible involvement in quid pro quo #CNNSOTU pic.twitter.com/GkF3EmjlFlOn Friday, House leadership released the testimonies of Army Lt. Col. Alexander Vindman, the National Security Council's top Ukraine expert, and former White House foreign policy adviser Fiona Hill. Both appeared before lawmakers and raised alarm over Trump's Ukraine dealings, stating that a conditional offer was made for Zelensky to meet Trump in the Oval Office if a probe of the Bidens was launched.Vindman, who has firsthand knowledge of Trump's call, said there was 'no ambiguity' about the deal. Hill, who read the partial transcript of the call, said it 'really was kind of my worst fears and nightmares.'In other testimony released last week, acting U.S. ambassador to Ukraine Bill Taylor and U.S. ambassador to the European Union Gordon Sondland also described a quid pro quo to congressional investigators.Acting White House chief of staff Mick Mulvaney publicly admitted last month that there was a quid pro quo, characterizing it as an element of routine diplomacy and telling reporters at a press briefing to 'get over it.' However, he later backtracked on his remarks, releasing a second statement in which he claimed 'there was absolutely no quid pro quo.'Johnson, pushing the GOP's messaging on Trump's call, stressed on Sunday that''he was concerned about corruption' and 'the fact that Europe doesn't step up to the plate and provide as much support as they really should because it's not in their backyard.'According to the Center for Strategic and International Studies, a Washington, D.C.-based think tank, while the U.S. has been a leader in military aid, the European Union is Ukraine's largest donor in terms of humanitarian and development aid, and has given the country an annual average of more than $710 million since 2014. That's almost double the United States' contributions in that category.'However, in terms of defense, the U.S. has given nearly $1.5 billion to Ukraine over the past five years, according to the Center for International Policy's Security Assistance Monitor.Do you have information you want to share with HuffPost? Here's how.",2019-11-10 14:16:09
"61",1441841136,"Giuliani Associate Says He Told Ukraine That Aid Was Contingent On Biden Probe: Report","Lev Parnas, one of Rudy Giuliani's two indicted business associates, reportedly said that he told incoming Ukrainian leadership earlier this year to announce an investigation into the Bidens in exchange for U.S. military aid.Parnas allegedly traveled to Kyiv just before Ukrainian President Volodymyr Zelensky was inaugurated in May and told the incoming government to announce an investigation into President Donald Trump's political rival Joe Biden, otherwise the U.S. would freeze military aid to the country, the Ukrainian-American businessman's attorney Joseph A. Bondy'told The New York Times in a report published Sunday.Also contingent on the investigation announcement reportedly was Vice President Mike Pence's attendance at Zelensky's inauguration ceremony, according to Bondy. Pence never ended up attending Zelensky's inauguration, according to the Times.The remarks to the newspaper are one of the first signs that Parnas has flipped on Trump and his personal attorney in the impeachment investigation surrounding the United States president's attempted extortion of Ukraine. The warning to Ukrainian leadership was allegedly at the direction of Giuliani, whom Bondy said Parnas believed to be acting under Trump's instruction.The business associate said Nov. 4 that'he would be willing to testify in the House impeachment probe, a change of heart after Parnas refused to comply with House committees' requests in October. The reconsideration came after Trump denied to reporters that he knew Parnas.Parnas and fellow Soviet-born business associate Igor Fruman were arrested in October'on charges of using a shell company to make straw donations to a pro-Trump election committee and other Republican candidates'like former Rep. Pete Sessions (Texas). They pleaded not guilty, though the indictments did not mention any issues related to the impeachment investigation.Giuliani has said that Parnas and Fruman assisted him in pursuing unsubstantiated allegations that Biden pushed for a Ukrainian prosecutor's ouster to benefit his son Hunter, who used to serve on the board of Ukrainian energy company Burisma. But Giuliani has denied that Parnas delivered a warning to incoming Ukrainian leadership at his direction, according to the Times.Giuliani himself'is under investigation over allegations'of illegally engaging in foreign lobbying in connection with the Ukraine scandal. That investigation stemmed from the probe into Parnas and Fruman, though Giuliani has denied any wrongdoing.Fruman's attorney John M. Dowd told the Times that the two were only seeking a meeting with Zelensky and that there was no discussion of withholding military aid or setting up terms.Trump suspended nearly $400 million in congressionally approved U.S. military aid to Ukraine just before his July 25 call with Zelensky, in which he pressured him to investigate the Bidens as well as false claims that Ukraine interfered in the 2016 presidential election instead of Russia.The House announced an impeachment inquiry into Trump in September after reviewing a whistleblower complaint about the Ukraine call. Trump has repeatedly denied any wrongdoing despite several instances revealing an attempted quid pro quo and witnesses corroborating such concerns in their testimony to lawmakers. Public impeachment hearings are expected to begin on Wednesday.Read our list of who's who in the Ukraine investigation.Do you have information you want to share with HuffPost? Here's how.",2019-11-10 20:08:58
